Mach, CD_Power_On
7.91, 0.169198251662438
7.92, 0.169111549643204
7.93, 0.169025086648382
7.94, 0.16893885184217
7.95, 0.168852865352704
7.96, 0.16876709644782
7.97, 0.1686815722902
7.98, 0.168596272556131
7.99, 0.168511208280091
8.00, 0.168426376177513
8.01, 0.168341767385678
8.02, 0.168257390080932
8.03, 0.168173244096272
8.04, 0.168089327611948
8.05, 0.168005630463338
8.06, 0.167922161990564
8.07, 0.167838910775366
8.08, 0.167755896067873
8.09, 0.167673098143122
8.10, 0.167590514758671
8.11, 0.167508155804938
8.12, 0.167426029814927
8.13, 0.167344107451895
8.14, 0.167262407060969
8.15, 0.167180927088772
8.16, 0.167099668583436
8.17, 0.167018618549124
8.18, 0.166937787362341
8.19, 0.166857165791415
8.20, 0.166776769874629
8.21, 0.16669658096607
8.22, 0.166616597706462
8.23, 0.166536830581054
8.24, 0.166457276793715
8.25, 0.166377936061752
8.26, 0.166298799440884
8.27, 0.166219873676634
8.28, 0.166141150107872
8.29, 0.166062636820635
8.30, 0.165984332283356
8.31, 0.165906228911428
8.32, 0.165828332108296
8.33, 0.165750633313038
8.34, 0.165673151778123
8.35, 0.165595857234964
8.36, 0.165518776904352
8.37, 0.165441891949987
8.38, 0.165365201632538
8.39, 0.165288723276906
8.40, 0.165212428933345
8.41, 0.165136345929462
8.42, 0.165060453706208
8.43, 0.164984763531474
8.44, 0.16490926246599
8.45, 0.16483395968641
8.46, 0.164758846999941
8.47, 0.164683931993265
8.48, 0.164609213427604
8.49, 0.164534682474934
8.50, 0.164460346007762
8.51, 0.16438619619092
8.52, 0.164312250166528
8.53, 0.164238477789997
8.54, 0.16416489888062
8.55, 0.164091512832515
8.56, 0.164018317787564
8.57, 0.163945305285618
8.58, 0.163872472574594
8.59, 0.16379982985265
8.60, 0.163727376347708
8.61, 0.163655102162877
8.62, 0.163583015370121
8.63, 0.16351110739054
8.64, 0.163439384725372
8.65, 0.163367849512953
8.66, 0.163296488500612
8.67, 0.163225313128407
8.68, 0.163154311658572
8.69, 0.163083484822426
8.70, 0.16301285008449
8.71, 0.162942388530798
8.72, 0.162872099235033
8.73, 0.162801990169343
8.74, 0.16273205307469
8.75, 0.16266229522153
8.76, 0.162592716293491
8.77, 0.16252330723137
8.78, 0.16245407681338
8.79, 0.16238501355155
8.80, 0.162316127052096
8.81, 0.16224740743418
8.82, 0.162178864288368
8.83, 0.162110486150362
8.84, 0.162042283057859
8.85, 0.161974243636551
8.86, 0.161906388448688
8.87, 0.161838685989631
8.88, 0.161771156434714
8.89, 0.161703788904381
8.90, 0.161636592620185
8.91, 0.161569567323755
8.92, 0.161502702674772
8.93, 0.161435997458204
8.94, 0.161369461280299
8.95, 0.161303094283651
8.96, 0.161236885056624
8.97, 0.161170843507338
8.98, 0.161104959342027
8.99, 0.161039231017102
9.00, 0.160973679494783
9.01, 0.160908272893324
9.02, 0.160843031125222
9.03, 0.160777954516554
9.04, 0.160713030678318
9.05, 0.160648260717205
9.06, 0.160583663526845
9.07, 0.160519208968936
9.08, 0.160454915706208
9.09, 0.16039078393642
9.10, 0.160326803002348
